Grigoryan
Chan
Chun
Tân
Ting
Lín
Lin
Lam
Lum
Lîm
Lim
Liem
Huáng
Huang
Wong
Wang
Vang
Ng
Eng
Ung
Zhāng
Chang
Zoeng
Cheung
Chong
Cheong
Tiu
Teo
Teoh
Tiong
Lǐ
Li
Lei
Lee
Li
Le
Lei
Lí
Lee
Wáng
Wang
Vong
Ông
Heng
Wú
Wu
Gô͘
Ngô͘
Goh
Gouw
Woo
Liú
Liu
Lau
Lao
Lou
Lâu
Low
Cài
Ts'ai
Coi
Choi
Choy
Tsoi
Toy
Chhoà
Chua
Choa
Tsay
Chai
Yáng
Yang
Joeng
Yeung
Yeong
Ieong
Iû
Eaw
Young
Hoxha
Prifti
Shehu
Dervishi
Bektashi
Begu
Gjoni
Leka
Gjoni
Murati
Mehmeti
Hysi
Gjika
Marku
Kola
Kolla
Nikolla
Hasani
Kristi
Kristo
Luka
Brahimi
Sinani
Thanasi
Halili
Abazi
Dibra
Laçi
Shkodra
Prishtina
Delvina
Koroveshi
Përmeti
Frashëri
Gega
Gegaj
Toska
Toskaj
Çami
Kelmendi
Shkreli
Berisha
Krasniqi
Gashi
Kuqi
Bardhi
Gruber
Huber
Bauer
Wagner
Müller
Pichler
Steiner
Moser
Mayer
Hofer
Leitner
Berger
Fuchs
Eder
Fischer
Schmid
Winkler
Weber
Schwarz
Maier
Schneider
Reiter
Mayr
Schmidt
Wimmer
Egger
Brunner
Lang
Baumgartner
Auer
Binder
Lechner
Wolf
Wallner
Aigner
Ebner
Koller
Lehner
Haas
Schuster
Heilig
Ivanoŭ

Kazloŭ

Kavalioŭ

Kazloŭski

Novik

Peeters
Janssens
Maes
Jacobs
Mertens
Willems
Claes
Goossens
Wouters
De Smet
Dubois
Lambert
Dupont
Martin
Diallo
Simon
Dumont
Leclercq
Laurent
Denis
Lejeune
Bah
Barry
Nguyen
Sow
Benali
Hodžić
Hadžić
Čengić
Delić
Demirović
Kovačević
Tahirović
Ferhatović
Muratović
Ibrahimović
Hasanović
Mehmedović
Salihović
Terzić
Ademović
Adilović
Delemović
Zukić
Krličević
Suljić
Ahmetović
Kovačević
Subotić
Savić
Popović
Jovanović
Petrović
Đurić
Babić
Lukić
Knežević
Marković
Ilić
Đukić
Vuković
Vujić
Simić
Radić
Nikolić
Marić
Mitrović
Tomić
Božić
Golubović
Mirković
Ivanov
Ivanova
Georgiev
Georgieva
Dimitrov
Dimitrova
Petrov
Petrova
Nikolov
Nikolova
Hristov
Hristova
Stoyanov
Stoyanova
Todorov
Todorova
Iliev
Ilieva
Angelov
Angelova
Horvat
Kovačević
Babić
Marić
Jurić
Novak
Kovačić
Knežević
Vuković
Marković
Petrović
Matić
Tomić
Pavlović
Kovač
Božić
Blažević
Grgić
Pavić
Radić
Perić
Filipović
Šarić
Lovrić
Vidović
Perković
Popović
Bošnjak
Jukić
Barišić
Novák
Nováková
Svoboda
Svobodová
Novotný
Novotná
Dvořák
Dvořáková
Černý
Černá
Procházka
Procházková
Kučera
Kučerová
Veselý
Veselá
Horák
Horáková
Němec
Němcová
Nielsen
Jensen
Hansen
Pedersen
Andersen
Christensen
Larsen
Sørensen
Rasmussen
Jørgensen
Petersen
Madsen
Kristensen
Olsen
Thomsen
Christiansen
Poulsen
Johansen
Møller
Mortensen
Joensen
Hansen
Jacobsen
Olsen
Petersen
Poulsen
Johannesen
Thomsen
Nielsen
Rasmussen
Djurhuus
Johansen
Simonsen
Danielsen
Jensen
Mortensen
Højgaard
Mikkelsen
Sørensen
Dam
Ivanov
Tamm
Saar
Sepp
Mägi
Smirnov
Vassiljev
Petrov
Kask
Kukk
Kuznetsov
Rebane
Karpin
Ilves
Mihhailov
Pärn
Pavlov
Semjonov
Koppel
Andrejev
Aleksejev
Korhonen
Virtanen
Mäkinen
Nieminen
Mäkelä
Hämäläinen
Laine
Heikkinen
Koskinen
Järvinen
Lehtonen
Lehtinen
Saarinen
Salminen
Heinonen
Niemi
Heikkilä
Kinnunen
Salonen
Turunen
Salo
Laitinen
Tuominen
Rantanen
Karjalainen
Jokinen
Mattila
Savolainen
Lahtinen
Ahonen
Martin
Bernard
Dubois
Thomas
Robert
Richard
Petit
Durand
Leroy
Moreau
Simon
Laurent
Lefebvre
Michel
Garcia
David
Bertrand
Roux
Vincent
Fournier
Morel
Girard
André
Lefèvre
Mercier
Dupont
Lambert
Bonnet
François
Martinez
Müller
Schmidt
Schneider
Fischer
Meyer
Weber
Wagner
Schulz
Becker
Hoffmann
Samaras
Papoutsis
Kritikos
Aivaliotis
Kontos
Mytaras
Koufos
Nagy
Kovács
Tóth
Szabó
Horváth
Varga
Kiss
Molnár
Németh
Farkas
Balogh
Papp
Lakatos
Takács
Juhász
Mészáros
Oláh
Simon
Rácz
Fekete
Szilágyi
Török
Fehér
Balázs
Gál
Blöndal
Thorarensen
Hansen
Olsen
Andersen
Petersen
Möller
Nielsen
Waage
Bergmann
Briem
Thorlacius
Jensen
Hjaltalín
Scheving
Petersen
Kvaran
Fjeldsted
Norðdahl
Berndsen
Murphy
O'Kelly
Kelly
O'Sullivan
Sullivan
Walsh
Smith
O'Brien
O'Byrne
Byrne
O'Ryan
Ryan
O'Connor
O'Neill
O'Reilly
Reilly
Doyle
McCarthy
O'Gallagher
Gallagher
O'Doherty
Doherty
Kennedy
Lynch
Murray
O'Quinn
Quinn
O'Moore
Moore
Rossi
Russo
Ferrari
Esposito
Bianchi
Romano
Colombo
Bruno
Ricci
Greco
Marino
Gallo
De Luca
Conti
Costa
Mancini
Giordano
Rizzo
Lombardi
Barbieri
Moretti
Fontana
Caruso
Mariani
Ferrara
Santoro
Rinaldi
Leone
D'Angelo
Longo
Galli
Martini
Martinelli
Serra
Conte
Vitale
De Santis
Marchetti
Messina
Gentile
Villa
Marini
Lombardo
Coppola
Ferri
Parisi
De Angelis
Bianco
Amato
Fabbri
Gatti
Sala
Morelli
Grasso
Pellegrini
Ferraro
Monti
Palumbo
Grassi
Testa
Valentini
Carbone
Benedetti
Silvestri
Farina
D'Amico
Martino
Bernardi
Caputo
Mazza
Sanna
Fiore
De Rosa
Pellegrino
Giuliani
Rizzi
Di Stefano
Cattaneo
Rossetti
Orlando
Basile
Neri
Barone
Palmieri
Riva
Romeo
Franco
Sorrentino
Pagano
D'Agostino
Piras
Ruggiero
Montanari
Battaglia
Bellini
Castelli
Guerra
Poli
Valente
Ferretti
Krasniqi
Gashi
Berisha
Morina
Shala
Bytyqi
Hasani
Kastrati
Kryeziu
Hoti
Fatime
Bajram
Emine
Bekim
Afërdita
Valon
Egzon
Arben
Ramadan
Muhamet
Bērziņš
Kalniņš
Ozoliņš
Jansons
Ozols
Liepiņš
Krūmiņš
Balodis
Eglītis
Zariņš
Pētersons
Vītols
Kļaviņš
Kārkliņš
Vanags
Kazlauskas
Kazlauskienė
Jankauskas
Jankauskienė
Petrauskas
Petrauskienė
Stankevičius
Stankevičienė
Vasiliauskas
Vasiliauskienė
Butkus
Butkienė
Žukauskas
Žukauskienė
Paulauskas
Paulauskienė
Urbonas
Urbonienė
Kavaliauskas
Kavaliauskienė
Schmit
Muller
Weber
Hoffmann
Wagner
Thill
Schmitz
Schroeder
Reuter
Klein
Becker
Kieffer
Kremer
Faber
Meyer
Schneider
Weiss
Schiltz
Simon
Welter
Hansen
Majerus
Ries
Meyers
Kayser
Steffen
Krier
Braun
Wagener
Diederich
Borg
Camilleri
Vella
Farrugia
Zammit
Galea
Micallef
Grech
Attard
Spiteri
Rusu
Ceban
Ciobanu
Țurcan
Cebotari
Sîrbu
Lungu
Munteanu
Rotari
Popa
Ursu
Guțu
Roșca
Melnic
Cojocari
Popović
Marković
Vujović
Radović
Ivanović
Radulović
Jovanović
Perović
Vuković
Kovačević
De Jong
Jansen
De Vries
Van den Berg
Van Dijk
Van Dyk
Bakker
Janssen
Visser
Smit
Meijer
Meyer
De Boer
Mulder
De Groot
Bos
Vos
Peters
Hendriks
Van Leeuwen
Dekker
Brouwer
De Wit
Dijkstra
Smits
De Graaf
Van der Meer
Andov
Angelov
Bogdanov
Bozinov
Brankov
Damcevski
Davidov
Dimitrov
Donev
Filipov
Georgiev
Ivanov
Ivanovski
Janev
Kitanovski
Koloski
Kostovski
Kostov
Manasievski
Markov
Markovski
Markoski
Matovski
Mladenovski
Nikolovski
Pavlovski
Penov
Petkov
Petrevski
Petrovski
Popoff
Popovski
Ristevski
Stojanov
Trajanoski
Trajanovski
Trajcevski
Trajkovski
Hansen
Johansen
Olsen
Larsen
Andersen
Pedersen
Nilsen
Kristiansen
Jensen
Karlsen
Johnsen
Pettersen
Eriksen
Berg
Haugen
Hagen
Johannessen
Andreassen
Jacobsen
Dahl
Jørgensen
Halvorsen
Henriksen
Lund
Nowak
Kowalski
Wiśniewski
Wójcik
Kowalczyk
Kamiński
Lewandowski
Zieliński
Szymański
Woźniak
Dąbrowski
Kozłowski
Jankowski
Mazur
Kwiatkowski
Wojciechowski
Krawczyk
Kaczmarek
Piotrowski
Grabowski
Silva
Santos
Ferreira
Pereira
Oliveira
Costa
Rodrigues
Martins
Jesus
Sousa
Fernandes
Gonçalves
Gomes
Lopes
Marques
Alves
Almeida
Ribeiro
Pinto
Carvalho
Teixeira
Moreira
Correia
Mendes
Nunes
Soares
Vieira
Monteiro
Cardoso
Rocha
Neves
Coelho
Cruz
Cunha
Pires
Duarte
Reis
Simões
Antunes
Matos
Fonseca
Machado
Araújo
Barbosa
Tavares
Lourenço
Castro
Figueiredo
Azevedo
Freitas
Popa
Popescu
Pop
Radu
Dumitru
Stan
Stoica
Gheorghe
Matei
Ciobanu
Ionescu
Rusu
Jovanović
Petrović
Nikolić
Marković
Đorđević
Stojanović
Ilić
Stanković
Pavlović
Milošević
Horváth
Kováč
Varga
Tóth
Nagy
Baláž
Szabó
Molnár
Balog
Lukáč
Novák
Kovács
Polák
Gajdoš
Kollár
Hudák
Neméth
Kováčik
Oláh
Oravec
Novak
Horvat
Kovačič
Krajnc
Zupančič
Potočnik
Kovač
Mlakar
Kos
Vidmar
Golob
Turk
Božič
Kralj
Korošec
Zupan
Bizjak
Hribar
Kotnik
Kavčič
Rozman
Kastelic
Oblak
Žagar
Petek
Hočevar
Kolar
Košir
Koren
Klemenčič
García
Fernández
González
Rodríguez
López
Martínez
Sánchez
Pérez
Martín
Gómez
Ruiz
Hernández
Jiménez
Díaz
Álvarez
Moreno
Muñoz
Alonso
Gutiérrez
Romero
Navarro
Torres
Domínguez
Gil
Vázquez
Serrano
Ramos
Blanco
Sanz
Castro
Suárez
Ortega
Rubio
Molina
Delgado
Ramírez
Morales
Ortiz
Marín
Iglesias
Andersson
Johansson
Karlsson
Nilsson
Eriksson
Larsson
Olsson
Persson
Svensson
Gustafsson
Pettersson
Jonsson
Jansson
Hansson
Bengtsson
Jönsson
Lindberg
Jakobsson
Magnusson
Olofsson
Müller
Meier
Schmid
Keller
Weber
Huber
Meyer
Schneider
Steiner
Fischer
Brunner
Baumann
Gerber
Frei
Moser
Melnyk
Shevchenko
Boyko
Kovalenko
Bondarenko
Tkachenko
Kovalchuk
Kravchenko
Yakovenko
Shevchuk
Koval
Polishchuk
Bondar
Tkachuk
Moroz
Marchenko
Lysenko
Rudenko
Savchenko
Petrenko
Brown
Smith
Patel
Jones
Williams
Johnson
Taylor
Thomas
Roberts
Khan
Lewis
Jackson
Clarke
James
Phillips
Wilson
Ali
Mason
Mitchell
Rose
Davis
Davies
Rodríguez
Cox
Alexander
Smith
Brown
Tremblay
Martin
Roy
Gagnon
Lee
Wilson
Johnson
MacDonald
Hernández
Mora
Rodríguez
González
Jiménez
Morales
Sánchez
Ramírez
Pérez
Calderón
Gutiérrez
Rojas
Vargas
Torres
Salas
Segura
Valverde
Villalobos
Araya
Herrera
López
Madrigal
Rodríguez
Pérez
Martinez
García
Reyes
Sánchez
Díaz
Peña
Jiménez
Ramírez
Hernández
Rosario
González
Santana
Núñez
Castillo
de la Cruz
Cruz
Guzmán
Gómez
Santos
López
Fuentes
Vásquez
De Los Santos
Mejía
Ponce
Fernández
Vargas
Montes
Rodríguez
Pérez
Martinez
García
Reyes
Sánchez
Díaz
Peña
Jiménez
Ramírez
Hernández
Rosario
González
Santana
Núñez
Castillo
de la Cruz
Cruz
Guzmán
Gómez
Santos
López
Fuentes
Vásquez
De Los Santos
Mejía
Ponce
Fernández
Vargas
Montes
Hernández
Martínez
López
García
Rodríguez
Flores
Pérez
Ramírez
González
Rivera
Vásquez
Cruz
Mejía
Rivas
Sánchez
Reyes
Díaz
Ramos
Gómez
Portillo
Escobar
Orellana
Romero
Aguilar
Alvarado
López
García
Morales
Hernández
Pérez
González
Rodríguez
De León
Ramírez
Martínez
Castillo
Estrada
Marroquín
Gómez
Vásquez
Méndez
Reyes
Díaz
Aguilar
Velásquez
Hernández
García
Martínez
González
López
Rodríguez
Pérez
Sánchez
Ramírez
Flores
Gómez
Torres
Díaz
Vásquez
Cruz
Morales
Gutiérrez
Reyes
Ruíz
Jiménez
Mendoza
Aguilar
Ortíz
Álvarez
Castillo
Romero
Moreno
Chávez
Rivera
Ramos
Herrera
Medina
Vargas
Castro
Méndez
Guzmán
Fernández
Juárez
Muñoz
Ortega
Salazar
Rojas
Guerrero
Contreras
Luna
Domínguez
Garza
Velásquez
Estrada
Soto
Cortez
Lara
Espinoza
Vega
Ávila
Cervantes
Sandoval
Carrillo
Alvarado
Silva
León
Ríos
Navarro
Delgado
Márquez
Campos
Ibarra
Solís
Rosas
Miranda
Camacho
Valdez
Cárdenas
Orozco
Aguirre
Mejía
Acosta
Padilla
Robles
Núñez
Peña
Cabrera
Rosales
Molina
Pacheco
Castañeda
Fuentes
Valenzuela
Rangel
Ayala
Meza
Nava
Valencia
Maldonado
Ochoa
Serrano
Tapia
Salinas
Suárez
Zamora
Smith
Johnson
Williams
Brown
Jones
Miller
Davis
Garcia
Rodriguez
Wilson
Martinez
Anderson
Taylor
Thomas
Hernandez
Moore
Martin
Jackson
Thompson
White
Lopez
Lee
Gonzalez
Harris
Clark
Lewis
Robinson
Walker
Perez
Hall
Young
Allen
Sanchez
Wright
King
Scott
Green
Baker
Adams
Nelson
Hill
Ramirez
Campbell
Mitchell
Roberts
Carter
Phillips
Evans
Turner
Torres
Parker
Collins
Edwards
Stewart
Flores
Morris
Nguyen
Murphy
Rivera
Cook
Rogers
Morgan
Peterson
Cooper
Reed
Bailey
Bell
Gomez
Kelly
Howard
Ward
Cox
Diaz
Richardson
Wood
Watson
Brooks
Bennett
Gray
James
Reyes
Cruz
Hughes
Price
Myers
Long
Foster
Sanders
Ross
Morales
Powell
Sullivan
Russell
Ortiz
Jenkins
Gutierrez
Perry
Butler
Barnes
Fisher
Smith
Jones
Williams
Brown
Wilson
Taylor
Johnson
White
Martin
Anderson
Thompson
Nguyen
Turner
Walker
Harris
Lee
Ryan
Robinson
Kelly
Murphy
Kumar
Prasad
Chand
Singh
Lal
Sharma
Narayan
Khan
Ali
Devi
Ram
Naidu
Chandra
Nand
Lata
Deo
Reddy
Prakash
Raj
Maharaj
Waqa
Goundar
Singh
Smith
Kaur
Williams
Patel
Wilson
Brown
Taylor
Jones
Sharma
González
Rodríguez
Fernández
García
López
Martínez
Pérez
Álvarez
Gómez
Sánchez
Díaz
Vásquez
Castro
Romero
Suárez
Blanco
Ruiz
Alonso
Torres
Domínguez
Gutiérrez
Sosa
Iglesias
Giménez
Ramírez
Martín
Varela
Ramos
Núñez
Rossi
Silva
Méndez
Hernández
Flores
Pereyra
Ferrari
Ortiz
Medina
Benítez
Herrera
Arias
Acosta
Moreno
Aguirre
Otero
Cabrera
Rey
Rojas
Vidal
Molina
Russo
Paz
Vega
Costa
Bruno
Romano
Morales
Ríos
Miranda
Muñoz
Franco
Castillo
Campos
Bianchi
Luna
Correa
Ferreyra
Navarro
Quiroga
Colombo
Cohen
Pereyra
Vera
Lorenzo
Gil
Santos
Delgado
Godoy
Rivas
Rivero
Gallo
Peralta
Soto
Figueroa
Juárez
Marino
Ponce
Calvo
Ibáñez
Cáceres
Carrizo
Vargas
Mendoza
Aguilar
Ledesma
Guzmán
Soria
Villalba
Prieto
Maldonado
Silva
Santos
Sousa
Oliveira
Pereira
Lima
Carvalho
Ferreira
Rodrigues
Almeida
Costa
Gomes
Martins
Araújo
Melo
Barbosa
Ribeiro
Alves
Cardoso
Schmitz
Schmidt
Rocha
Correia
Correa
Dias
Teixeira
Fernandes
Azevedo
Cavalcante
Cavalcanti
Montes
Morais
Gonçalves
González
Muñoz
Rojas
Díaz
Pérez
Soto
Contreras
Silva
Martínez
Sepúlveda
Morales
Rodríguez
López
Fuentes
Hernández
Torres
Araya
Flores
Espinoza
Valenzuela
Castillo
Ramírez
Reyes
Gutiérrez
Castro
Vargas
Álvarez
Vásquez
Tapia
Fernández
Sánchez
Carrasco
Gómez
Cortés
Herrera
Núñez
Jara
Vergara
Rivera
Figueroa
Riquelme
García
Miranda
Bravo
Vera
Molina
Vega
Campos
Sandoval
Orellana
Zúñiga
Olivares
Alarcón
Gallardo
Ortiz
Garrido
Salazar
Guzmán
Henríquez
Saavedra
Navarro
Aguilera
Parra
Romero
Aravena
Pizarro
Godoy
Peña
Cáceres
Leiva
Escobar
Yáñez
Valdés
Vidal
Salinas
Cárdenas
Jiménez
Ruiz
Lagos
Maldonado
Bustos
Medina
Pino
Palma
Moreno
Sanhueza
Carvajal
Navarrete
Sáez
Alvarado
Donoso
Poblete
Bustamante
Toro
Ortega
Venegas
Guerrero
Paredes
Farías
San Martín
Rodríguez
Gómez
González
Martínez
García
López
Hernández
Sánchez
Ramírez
Pérez
Díaz
Muñoz
Rojas
Moreno
Jiménez
González
Benítez
Martínez
López
Giménez
Vera
Duarte
Ramírez
Villalba
Fernández
Gómez
Acosta
Rojas
Ortiz
Cáceres
Rodríguez
Ruiz
Núñez
Ayala
Báez
Galeano
Herrera
Franco
Torres
Cardozo
Quispe
Flores
Sánchez
Rodríguez
García
Rojas
González
Díaz
Chávez
Torres
Ramírez
Mendoza
Ramos
López
Castillo
Espinoza
Vásquez
Huamán
Pérez
Vargas
Gutiérrez
Fernández
Castro
Mamani
Ruíz
Romero
Martínez
Morales
Reyes
Salazar
Lin
Pinas
Wong
Chin
Mohan
Kalloe
Singh
Lie
van Dijk
Tjin
Kluivert
Semil
Sabajo
